airline,airline_id,source_airport_id,source_airport,destination_airport_id,destination_airport,stops,equipment
2B,410,2990,AER,2965,KZN,0,CR2
2B,410,2990,ASF,2966,KZN,0,CR2
2B,410,2962,ASF,2966,MRV,0,CR2
2B,410,2990,CEK,2968,KZN,0,CR2
2B,410,4078,CEK,2968,OVB,0,CR2
2B,410,2990,DME,4029,KZN,0,CR2
2B,410,6969,DME,4029,NBC,0,CR2
2B,410,\N,DME,4029,TGK,0,CR2
2B,410,6160,DME,4029,UUA,0,CR2
2B,410,2952,EGO,6156,KGD,0,CR2
2B,410,2990,EGO,6156,KZN,0,CR2
2B,410,6969,GYD,2922,NBC,0,CR2
2B,410,6156,KGD,2952,EGO,0,CR2
2B,410,2965,KZN,2990,AER,0,CR2
2B,410,2966,KZN,2990,ASF,0,CR2
2B,410,2968,KZN,2990,CEK,0,CR2
2B,410,4029,KZN,2990,DME,0,CR2
2B,410,6156,KZN,2990,EGO,0,CR2
2B,410,2948,KZN,2990,LED,0,CR2
2B,410,2975,KZN,2990,SVX,0,CR2
2B,410,2990,LED,2948,KZN,0,CR2
2B,410,6969,LED,2948,NBC,0,CR2
2B,410,6160,LED,2948,UUA,0,CR2
2B,410,2966,MRV,2962,ASF,0,CR2
2B,410,4029,NBC,6969,DME,0,CR2
2B,410,2922,NBC,6969,GYD,0,CR2
2B,410,2948,NBC,6969,LED,0,CR2
2B,410,2975,NBC,6969,SVX,0,CR2
2B,410,2975,NJC,2972,SVX,0,CR2
2B,410,6160,NJC,2972,UUA,0,CR2
2B,410,2975,NUX,4364,SVX,0,CR2
2B,410,2968,OVB,4078,CEK,0,CR2
2B,410,2975,OVB,4078,SVX,0,CR2
2B,410,2990,SVX,2975,KZN,0,CR2
2B,410,6969,SVX,2975,NBC,0,CR2
2B,410,2972,SVX,2975,NJC,0,CR2
2B,410,4364,SVX,2975,NUX,0,CR2
2B,410,4078,SVX,2975,OVB,0,CR2
2B,410,4029,TGK,\N,DME,0,CR2
2B,410,4029,UUA,6160,DME,0,CR2
2B,410,2948,UUA,6160,LED,0,CR2
2B,410,2972,UUA,6160,NJC,0,CR2
2G,1654,2937,BTK,2936,IKT,0,A81
2G,1654,4078,BTK,2936,OVB,0,A81
2G,1654,4078,CEK,2968,OVB,0,A81
2G,1654,2937,HTA,2935,IKT,0,AN4
2G,1654,2936,IKT,2937,BTK,0,A81
2G,1654,2935,IKT,2937,HTA,0,AN4
2G,1654,\N,IKT,2937,KCK,0,AN4
2G,1654,8944,IKT,2937,ODO,0,AN4
2G,1654,4078,IKT,2937,OVB,0,A81
2G,1654,6924,IKT,2937,UKX,0,AN4
2G,1654,9026,IKT,2937,ULK,0,AN4
2G,1654,2923,IKT,2937,YKS,0,A81
2G,1654,2937,KCK,\N,IKT,0,AN4
2G,1654,4078,MJZ,2925,OVB,0,A81
2G,1654,2937,ODO,8944,IKT,0,AN4
2G,1654,2936,OVB,4078,BTK,0,A81
2G,1654,2968,OVB,4078,CEK,0,A81
2G,1654,2937,OVB,4078,IKT,0,A81
2G,1654,2937,UKX,6924,IKT,0,AN4
2G,1654,2937,ULK,9026,IKT,0,AN4
2G,1654,2937,YKS,2923,IKT,0,A81
2I,8359,2789,AYP,2786,LIM,0,142
2I,8359,2789,CUZ,2812,LIM,0,142 141
2I,8359,2808,CUZ,2812,PEM,0,142
2I,8359,2789,HUU,6067,LIM,0,141
2I,8359,2781,IQT,2801,PCL,0,143
2I,8359,2806,IQT,2801,TPP,0,142
2I,8359,2786,LIM,2789,AYP,0,142
2I,8359,2812,LIM,2789,CUZ,0,142 141
2I,8359,6067,LIM,2789,HUU,0,141
2I,8359,2781,LIM,2789,PCL,0,143 146
2I,8359,2806,LIM,2789,TPP,0,142 146
2I,8359,2801,PCL,2781,IQT,0,143
2I,8359,2789,PCL,2781,LIM,0,143 146
2I,8359,2806,PCL,2781,TPP,0,146
2I,8359,2812,PEM,2808,CUZ,0,142
2I,8359,2801,TPP,2806,IQT,0,142
2I,8359,2789,TPP,2806,LIM,0,142 146
2I,8359,2781,TPP,2806,PCL,0,146
2J,470,247,ABJ,253,BOY,0,CRJ
2J,470,246,ABJ,253,OUA,0,E70 CRJ M87
2J,470,246,ACC,248,OUA,0,CRJ
2J,470,253,BKO,1044,ABJ,0,M87
2J,470,1084,BKO,1044,DKR,0,M87
2J,470,246,BKO,1044,OUA,0,CRJ
2J,470,253,BOY,247,ABJ,0,CRJ
2J,470,246,BOY,247,OUA,0,CRJ
2J,470,298,COO,245,LFW,0,M87
2J,470,246,COO,245,OUA,0,M87
2J,470,1044,DKR,1084,BKO,0,M87
2J,470,246,DKR,1084,OUA,0,M87
2J,470,246,LFW,298,OUA,0,M87 CRJ
2J,470,246,NIM,280,OUA,0,CRJ
2J,470,253,OUA,246,ABJ,0,E70 CRJ M87
2J,470,248,OUA,246,ACC,0,CRJ
2J,470,1044,OUA,246,BKO,0,M87 CRJ
2J,470,247,OUA,246,BOY,0,CRJ
2J,470,245,OUA,246,COO,0,M87
2J,470,1084,OUA,246,DKR,0,M87
2J,470,298,OUA,246,LFW,0,CRJ
2J,470,280,OUA,246,NIM,0,CRJ
2K,1338,2673,BOG,2709,GYE,0,319
2K,1338,2688,BOG,2709,UIO,0,319 320
2K,1338,2673,CLO,2715,GYE,0,319
2K,1338,2709,GYE,2673,BOG,0,319
2K,1338,2715,GYE,2673,CLO,0,319
2K,1338,6045,GYE,2673,SCY,0,319 320
2K,1338,2688,GYE,2673,UIO,0,320 319
2K,1338,2688,OCC,2670,UIO,0,319
2K,1338,2673,SCY,6045,GYE,0,319 320
2K,1338,2709,UIO,2688,BOG,0,319 320
2K,1338,2673,UIO,2688,GYE,0,319
2K,1338,2670,UIO,2688,OCC,0,319
2L,2750,1678,BDS,1506,ZRH,0,100
2L,2750,1678,BOD,1264,ZRH,0,100
2L,2750,1678,BRS,490,ZRH,0,100
2L,2750,1054,GVA,1665,LPA,0,319
2L,2750,1678,LCA,1197,ZRH,0,319
2L,2750,1678,LPA,1054,ZRH,0,319
2L,2750,1678,RMF,4197,ZRH,0,319
2L,2750,1665,TFS,1056,GVA,0,319
2L,2750,1506,ZRH,1678,BDS,0,100
2L,2750,1264,ZRH,1678,BOD,0,100
2L,2750,490,ZRH,1678,BRS,0,100
2L,2750,1197,ZRH,1678,LCA,0,319
2L,2750,1054,ZRH,1678,LPA,0,319
2L,2750,4197,ZRH,1678,RMF,0,319
2N,3652,719,AJR,730,LYC,0,ATP
2N,3652,715,ARN,737,GEV,0,ATP
2N,3652,709,ARN,737,HAD,0,SF3
2N,3652,688,ARN,737,JKG,0,ATP SF3
2N,3652,718,ARN,737,KRF,0,ATP
2N,3652,5595,ARN,737,KSD,0,SF3
2N,3652,719,ARN,737,LYC,0,ATP
2N,3652,442,ARN,737,MHQ,0,SF3
2N,3652,722,ARN,737,OER,0,ATR
2N,3652,448,ARN,737,POR,0,SF3
2N,3652,664,ARN,737,TRF,0,SF3
2N,3652,746,ARN,737,VBY,0,SF3 ATP
2N,3652,729,ARN,737,VHM,0,SF3
2N,3652,711,ARN,737,VXO,0,SF3
2N,3652,737,GEV,715,ARN,0,ATP
2N,3652,718,GEV,715,KRF,0,ATP
2N,3652,737,HAD,709,ARN,0,SF3 ATP
2N,3652,688,HAD,709,JKG,0,ATP SF3
2N,3652,711,HAD,709,VXO,0,SF3
2N,3652,729,HMV,5599,VHM,0,SF3
2N,3652,737,JKG,688,ARN,0,ATP SF3
2N,3652,709,JKG,688,HAD,0,ATP SF3
2N,3652,448,KOK,435,POR,0,SF3
2N,3652,737,KRF,718,ARN,0,ATP
2N,3652,715,KRF,718,GEV,0,ATP
2N,3652,737,KSD,5595,ARN,0,SF3
2N,3652,730,LYC,719,AJR,0,ATP
2N,3652,737,LYC,719,ARN,0,ATP
2N,3652,737,MHQ,442,ARN,0,SF3
2N,3652,460,MHQ,442,TKU,0,SF3
2N,3652,737,OER,722,ARN,0,ATR
2N,3652,711,OSL,644,VXO,0,SF3
2N,3652,737,POR,448,ARN,0,SF3
2N,3652,435,POR,448,KOK,0,SF3
2N,3652,442,TKU,460,MHQ,0,SF3
2N,3652,737,TRF,664,ARN,0,SF3
2N,3652,737,VBY,746,ARN,0,SF3 ATP
2N,3652,737,VHM,729,ARN,0,SF3
2N,3652,5599,VHM,729,HMV,0,SF3
2N,3652,737,VXO,711,ARN,0,SF3
2N,3652,644,VXO,711,OSL,0,SF3
2O,146,7167,ADQ,3531,AOS,0,BNI
2O,146,7168,ADQ,3531,KKB,0,BNI
2O,146,7162,ADQ,3531,KLN,0,BNI
2O,146,7164,ADQ,3531,KOZ,0,BNI
2O,146,7163,ADQ,3531,OLH,0,BNI
2O,146,7176,AOS,7167,KZB,0,BNI
2O,146,7173,KKB,7168,SYB,0,BNI
2O,146,7161,KLN,7162,KYK,0,BNI
2O,146,7165,KOZ,7164,ORI,0,BNI
2O,146,7172,SYB,7173,KPR,0,BNI
2P,897,2397,BSO,6019,MNL,0,DH4
2P,897,2397,BXU,4200,MNL,0,320
2P,897,2397,CBO,2399,MNL,0,320
2P,897,2397,CGY,2400,MNL,0,320
2P,897,2397,CRM,6024,MNL,0,DH4
2P,897,2397,DGT,2425,MNL,0,320
2P,897,2397,DWC,8076,MNL,0,330
2P,897,2397,GES,2402,MNL,0,320
2P,897,2397,KLO,2430,MNL,0,320
2P,897,2397,LGP,4203,MNL,0,320
2P,897,6019,MNL,2397,BSO,0,DH4
2P,897,4200,MNL,2397,BXU,0,320
2P,897,2399,MNL,2397,CBO,0,320
2P,897,2400,MNL,2397,CGY,0,320
2P,897,6024,MNL,2397,CRM,0,DH4
2P,897,2425,MNL,2397,DGT,0,320
2P,897,8076,MNL,2397,DWC,0,330
2P,897,2402,MNL,2397,GES,0,320
2P,897,2430,MNL,2397,KLO,0,320
2P,897,4203,MNL,2397,LGP,0,320
2P,897,2426,MNL,2397,MPH,0,DH3
2P,897,4204,MNL,2397,OZC,0,320
2P,897,2433,MNL,2397,PPS,0,320
2P,897,6026,MNL,2397,RXS,0,320
2P,897,6016,MNL,2397,SUG,0,DH4
2P,897,6021,MNL,2397,TUG,0,DH4
2P,897,2404,MNL,2397,ZAM,0,320
2P,897,2397,MPH,2426,MNL,0,DH3
2P,897,2397,OZC,4204,MNL,0,320
2P,897,2397,PPS,2433,MNL,0,320
2P,897,2397,RXS,6026,MNL,0,320
2P,897,2397,SUG,6016,MNL,0,DH4
2P,897,2397,TUG,6021,MNL,0,DH4
2P,897,2397,ZAM,2404,MNL,0,320
2Z,1729,4214,AUX,7376,PMW,0,AT7
2Z,1729,2531,BRA,7373,BSB,0,AT7
2Z,1729,2621,BRA,7373,SSA,0,AT7
2Z,1729,7373,BSB,2531,BRA,0,AT7
2Z,1729,7367,BSB,2531,OPS,0,AT7
2Z,1729,2613,BSB,2531,RAO,0,AT7
2Z,1729,2564,CAC,2535,GRU,0,AT7
2Z,1729,2562,CGB,2548,GYN,0,AT7
2Z,1729,7367,CGB,2548,OPS,0,AT7
2Z,1729,7380,CGR,2538,DOU,0,AT7
2Z,1729,2538,DOU,7380,CGR,0,AT7
2Z,1729,2564,DOU,7380,GRU,0,AT7
2Z,1729,2613,GIG,2560,RAO,0,AT7
2Z,1729,2535,GRU,2564,CAC,0,AT7
2Z,1729,7380,GRU,2564,DOU,0,AT7
2Z,1729,2613,GRU,2564,RAO,0,AT7
2Z,1729,2635,GRU,2564,UBA,0,AT7
2Z,1729,2633,GRU,2564,UDI,0,AT7
2Z,1729,6039,GRU,2564,VDC,0,AT7
2Z,1729,2548,GYN,2562,CGB,0,AT7
2Z,1729,4214,GYN,2562,PMW,0,AT7
2Z,1729,2613,GYN,2562,RAO,0,AT7
2Z,1729,2633,GYN,2562,UDI,0,AT7
2Z,1729,2531,OPS,7367,BSB,0,AT7
2Z,1729,2548,OPS,7367,CGB,0,AT7
2Z,1729,2613,PLU,2528,RAO,0,AT7
2Z,1729,7376,PMW,4214,AUX,0,AT7
2Z,1729,2562,PMW,4214,GYN,0,AT7
2Z,1729,2531,RAO,2613,BSB,0,AT7
2Z,1729,2560,RAO,2613,GIG,0,AT7
2Z,1729,2564,RAO,2613,GRU,0,AT7
2Z,1729,2562,RAO,2613,GYN,0,AT7
2Z,1729,2528,RAO,2613,PLU,0,AT7
2Z,1729,2619,RAO,2613,SJP,0,AT7
2Z,1729,2633,RAO,2613,UDI,0,AT7
2Z,1729,2613,SJP,2619,RAO,0,AT7
2Z,1729,7373,SSA,2621,BRA,0,AT7
2Z,1729,6039,SSA,2621,VDC,0,AT7
2Z,1729,2564,UBA,2635,GRU,0,AT7
2Z,1729,2633,UBA,2635,UDI,0,AT7
2Z,1729,2564,UDI,2633,GRU,0,AT7
2Z,1729,2562,UDI,2633,GYN,0,AT7
2Z,1729,2613,UDI,2633,RAO,0,AT7
2Z,1729,2635,UDI,2633,UBA,0,AT7
2Z,1729,2564,VDC,6039,GRU,0,AT7
2Z,1729,2621,VDC,6039,SSA,0,AT7
3E,10739,3830,BRL,5726,ORD,0,CNC
3E,10739,3678,BRL,5726,STL,0,CNC
3E,10739,3830,DEC,4042,ORD,0,CNC
3E,10739,3678,DEC,4042,STL,0,CNC
3E,10739,3678,JBR,3591,STL,0,CNC
3E,10739,5726,ORD,3830,BRL,0,CNC
3E,10739,4042,ORD,3830,DEC,0,CNC
3E,10739,5726,STL,3678,BRL,0,CNC
3E,10739,4042,STL,3678,DEC,0,CNC
3E,10739,3591,STL,3678,JBR,0,CNC
3F,16262,7145,CGA,7144,HYL,0,DHP
3F,16262,3808,CGA,7144,KTN,0,DHP
3F,16262,7144,HYL,7145,CGA,0,DHP
3F,16262,7147,HYL,7145,KTB,0,DHP
3F,16262,3808,HYL,7145,KTN,0,DHP
3F,16262,7145,KTB,7147,HYL,0,DHP
3F,16262,3808,KTB,7147,KTN,0,DHP
3F,16262,7144,KTN,3808,CGA,0,DHP
3F,16262,7145,KTN,3808,HYL,0,DHP
3F,16262,7147,KTN,3808,KTB,0,DHP
3F,16262,7146,KTN,3808,MTM,0,DHP
3F,16262,3808,MTM,7146,KTN,0,DHP
3G,595,1084,ACC,248,DKR,0,319
3G,595,273,ACC,248,LOS,0,319
3G,595,1063,ACC,248,ROB,0,319
3G,595,1050,BCN,1218,BJL,0,319
3G,595,1218,BJL,1050,BCN,0,319
3G,595,1084,BJL,1050,DKR,0,319
3G,595,1059,BJL,1050,FNA,0,319
3G,595,5665,CKY,4162,OXB,0,319
3G,595,248,DKR,1084,ACC,0,319
3G,595,1050,DKR,1084,BJL,0,319
3G,595,897,DKR,1084,DLA,0,319
3G,595,1059,DKR,1084,FNA,0,319
3G,595,273,DKR,1084,LOS,0,319
3G,595,5665,DKR,1084,OXB,0,319
3G,595,1084,DLA,897,DKR,0,319
3G,595,273,DLA,897,LOS,0,319
3G,595,1050,FNA,1059,BJL,0,319
3G,595,1084,FNA,1059,DKR,0,319
3G,595,502,FNA,1059,LGW,0,319
3G,595,1063,FNA,1059,ROB,0,319
3G,595,1059,LGW,502,FNA,0,319
3G,595,248,LOS,273,ACC,0,319
3G,595,1084,LOS,273,DKR,0,319
3G,595,897,LOS,273,DLA,0,319
3G,595,1063,LOS,273,ROB,0,319
3G,595,4162,OXB,5665,CKY,0,319
3G,595,1084,OXB,5665,DKR,0,319
3G,595,248,ROB,1063,ACC,0,319
3G,595,1059,ROB,1063,FNA,0,319
3G,595,273,ROB,1063,LOS,0,319
3H,\N,5504,AKV,5506,YIK,0,DH8
3H,\N,6727,AKV,5506,YPX,0,DH8
3H,\N,154,XGR,5512,YVP,0,DHT BET
3H,\N,5496,YGL,62,YGW,0,DHT
3H,\N,6727,YGL,62,YPX,0,73M
3H,\N,146,YGL,62,YUL,0,73M
3H,\N,62,YGW,5496,YGL,0,DHT
3H,\N,5520,YGW,5496,YPH,0,BET
3H,\N,5529,YGW,5496,YSK,0,DH8
3H,\N,5515,YGW,5496,YUD,0,DH8
3H,\N,146,YGW,5496,YUL,0,DH8
3H,\N,149,YGW,5496,YUY,0,DH8
3H,\N,5506,YIK,5504,AKV,0,DH8
3H,\N,5535,YIK,5504,YZG,0,DH8
3H,\N,5508,YKG,5481,YPJ,0,DHT DH8
3H,\N,5499,YKG,5481,YQC,0,DH8
3H,\N,154,YKG,5481,YVP,0,DH8 DHT
3H,\N,111,YKL,80,YQB,0,DH8
3H,\N,154,YKL,80,YVP,0,DH8 BET
3H,\N,161,YKL,80,YWK,0,BET
3H,\N,202,YKL,80,YZV,0,BET DH8
3H,\N,6727,YPH,5520,YPX,0,DH8 BET
3H,\N,5515,YPH,5520,YUD,0,DH8
3H,\N,154,YPH,5520,YVP,0,BET
3H,\N,5481,YPJ,5508,YKG,0,DHT DH8
3H,\N,6728,YPJ,5508,YTQ,0,DHT DH8
3H,\N,154,YPJ,5508,YVP,0,DHT
3H,\N,5506,YPX,6727,AKV,0,DH8
3H,\N,62,YPX,6727,YGL,0,73M
3H,\N,5520,YPX,6727,YPH,0,DH8
3H,\N,154,YPX,6727,YVP,0,BET
3H,\N,80,YQB,111,YKL,0,DH8
3H,\N,146,YQB,111,YUL,0,DH8
3H,\N,5481,YQC,5499,YKG,0,DH8
3H,\N,7253,YQC,5499,YWB,0,DH8
3H,\N,5496,YSK,5529,YGW,0,DH8
3H,\N,5515,YSK,5529,YUD,0,DH8
3H,\N,5508,YTQ,6728,YPJ,0,DHT DH8
3H,\N,154,YTQ,6728,YVP,0,DHT DH8
3H,\N,5496,YUD,5515,YGW,0,DH8
3H,\N,5520,YUD,5515,YPH,0,DH8
3H,\N,5529,YUD,5515,YSK,0,DH8
3H,\N,62,YUL,146,YGL,0,73M
3H,\N,5496,YUL,146,YGW,0,DH8
3H,\N,111,YUL,146,YQB,0,DH8
3H,\N,149,YUL,146,YUY,0,DH8
3H,\N,5496,YUY,149,YGW,0,DH8
3H,\N,146,YUY,149,YUL,0,DH8
3H,\N,5512,YVP,154,XGR,0,DHT BET
3H,\N,5496,YVP,154,YGW,0,BET
3H,\N,5481,YVP,154,YKG,0,DH8
3H,\N,80,YVP,154,YKL,0,DH8 BET
3H,\N,5520,YVP,154,YPH,0,BET
3H,\N,5508,YVP,154,YPJ,0,DHT
3H,\N,6727,YVP,154,YPX,0,BET
3H,\N,6728,YVP,154,YTQ,0,DHT DH8
3H,\N,5499,YWB,7253,YQC,0,DH8
3H,\N,5535,YWB,7253,YZG,0,DH8
3H,\N,80,YWK,161,YKL,0,BET
3H,\N,202,YWK,161,YZV,0,BET
3H,\N,5504,YZG,5535,YIK,0,DH8
3H,\N,7253,YZG,5535,YWB,0,DH8
3H,\N,80,YZV,202,YKL,0,BET DH8
3H,\N,161,YZV,202,YWK,0,BET
3J,5521,2188,JIB,4119,DXB,0,737
3J,5521,2072,JIB,4119,JED,0,737
3J,5521,5687,JIB,4119,MGQ,0,737
3J,5521,4059,MGQ,5687,NBO,0,737
3J,5521,5687,NBO,4059,MGQ,0,737
3K,3021,3316,BKK,3885,SIN,0,320
3K,3021,3316,DRW,3999,SIN,0,320
3K,3021,3316,HAK,4120,SIN,0,320
3K,3021,3316,HGH,3386,SIN,0,320
3K,3021,3316,HKG,3077,SIN,0,320
3K,3021,3316,HKT,3179,SIN,0,320
3K,3021,2397,KIX,3992,MNL,0,320
3K,3021,2276,KIX,3992,TPE,0,320
3K,3021,3316,KUL,3304,SIN,0,320
3K,3021,3992,MNL,2397,KIX,0,320
3K,3021,3316,MNL,2397,SIN,0,320
3K,3021,3316,PEN,3308,SIN,0,320
3K,3021,3316,PER,3351,SIN,0,320
3K,3021,3316,PNH,3034,SIN,0,320
3K,3021,3316,REP,3035,SIN,0,320
3K,3021,3316,RGN,3239,SIN,0,320
3K,3021,3316,SGN,3205,SIN,0,320
3K,3021,3885,SIN,3316,BKK,0,320
3K,3021,3999,SIN,3316,DRW,0,320
3K,3021,4120,SIN,3316,HAK,0,320
3K,3021,3386,SIN,3316,HGH,0,320
3K,3021,3077,SIN,3316,HKG,0,320
3K,3021,3179,SIN,3316,HKT,0,320
3K,3021,3304,SIN,3316,KUL,0,320
3K,3021,2397,SIN,3316,MNL,0,320
3K,3021,3308,SIN,3316,PEN,0,320
3K,3021,3351,SIN,3316,PER,0,320
3K,3021,3034,SIN,3316,PNH,0,320
3K,3021,3035,SIN,3316,REP,0,320
3K,3021,3239,SIN,3316,RGN,0,320
3K,3021,3205,SIN,3316,SGN,0,320
3K,3021,4302,SIN,3316,SWA,0,320
3K,3021,2276,SIN,3316,TPE,0,320
3K,3021,3316,SWA,4302,SIN,0,320
3K,3021,3992,TPE,2276,KIX,0,320
3K,3021,3316,TPE,2276,SIN,0,320
3L,2916,1558,ACH,1679,EBA,0,DH3
3L,2916,1678,DRS,338,ZRH,0,DH3
3L,2916,382,DUS,345,FDH,0,DH3
3L,2916,1679,EBA,1558,ACH,0,DH3
3L,2916,382,EBA,1558,FDH,0,DH3
3L,2916,346,EBA,1558,MUC,0,DH3
3L,2916,1678,EBA,1558,ZRH,0,DH3
3L,2916,345,FDH,382,DUS,0,DH3
3L,2916,1558,FDH,382,EBA,0,DH3
3L,2916,342,FDH,382,HAM,0,AT7
3L,2916,1520,FDH,382,OLB,0,AT7
3L,2916,351,FDH,382,TXL,0,AT7
3L,2916,1209,FDH,382,ZAD,0,AT7
3L,2916,1561,FMM,3986,NAP,0,AT7
3L,2916,1678,GRZ,1609,ZRH,0,DH3
3L,2916,382,HAM,342,FDH,0,AT7
3L,2916,1558,MUC,346,EBA,0,DH3
3L,2916,3986,NAP,1561,FMM,0,AT7
3L,2916,382,OLB,1520,FDH,0,AT7
3L,2916,1678,SZG,1612,ZRH,0,DH3
3L,2916,382,TXL,351,FDH,0,AT7
3L,2916,382,ZAD,1209,FDH,0,AT7
3L,2916,338,ZRH,1678,DRS,0,DH3
3L,2916,1558,ZRH,1678,EBA,0,DH3
3L,2916,1609,ZRH,1678,GRZ,0,DH3
3L,2916,1612,ZRH,1678,SZG,0,DH3
3M,20710,6958,ATL,3682,LWB,0,SF3
3M,20710,3754,ATL,3682,MCN,0,SF3
3M,20710,4335,ATL,3682,MEI,0,SF3
3M,20710,5756,ATL,3682,MSL,0,SF3
3M,20710,5759,ATL,3682,PIB,0,SF3
3M,20710,5773,ATL,3682,TUP,0,SF3
3M,20710,3533,BIM,1937,FLL,0,SF3
3M,20710,3533,ELH,1943,FLL,0,SF3
3M,20710,3722,ELH,1943,PBI,0,SF3
3M,20710,3533,EYW,3875,FLL,0,SF3
3M,20710,3793,EYW,3875,RSW,0,SF3
3M,20710,3646,EYW,3875,TPA,0,SF3
3M,20710,1937,FLL,3533,BIM,0,SF3
3M,20710,1943,FLL,3533,ELH,0,SF3
3M,20710,3875,FLL,3533,EYW,0,SF3
3M,20710,1948,FLL,3533,FPO,0,SF3
3M,20710,1941,FLL,3533,GGT,0,SF3
3M,20710,1944,FLL,3533,GHB,0,SF3
3M,20710,3878,FLL,3533,MCO,0,SF3
3M,20710,1930,FLL,3533,MHH,0,SF3
3M,20710,1934,FLL,3533,TCB,0,SF3
3M,20710,3646,FLL,3533,TPA,0,SF3
3M,20710,3533,FPO,1948,FLL,0,SF3
3M,20710,3533,GGT,1941,FLL,0,SF3
3M,20710,1944,GGT,1941,GHB,0,SF3
3M,20710,3533,GHB,1944,FLL,0,SF3
3M,20710,5773,GLH,6130,TUP,0,SF3
3M,20710,3878,GNV,3472,MCO,0,SF3
3M,20710,3646,GNV,3472,TPA,0,SF3
3M,20710,1930,JAX,3712,MHH,0,SF3
3M,20710,3646,JAX,3712,TPA,0,SF3
3M,20710,3682,LWB,6958,ATL,0,SF3
3M,20710,3682,MCN,3754,ATL,0,SF3
3M,20710,3878,MCN,3754,MCO,0,SF3
3M,20710,3533,MCO,3878,FLL,0,SF3
3M,20710,3472,MCO,3878,GNV,0,SF3
3M,20710,3754,MCO,3878,MCN,0,SF3
3M,20710,1930,MCO,3878,MHH,0,SF3
3M,20710,3564,MCO,3878,PNS,0,SF3
3M,20710,3793,MCO,3878,RSW,0,SF3
3M,20710,3698,MCO,3878,TLH,0,SF3
3M,20710,3682,MEI,4335,ATL,0,SF3
3M,20710,3533,MHH,1930,FLL,0,SF3
3M,20710,3712,MHH,1930,JAX,0,SF3
3M,20710,3878,MHH,1930,MCO,0,SF3
3M,20710,3722,MHH,1930,PBI,0,SF3
3M,20710,3682,MSL,5756,ATL,0,SF3
3M,20710,1943,PBI,3722,ELH,0,SF3
3M,20710,1930,PBI,3722,MHH,0,SF3
3M,20710,3646,PBI,3722,TPA,0,SF3
3M,20710,3682,PIB,5759,ATL,0,SF3 
3M,20710,3878,PNS,3564,MCO,0,SF3
3M,20710,3646,PNS,3564,TPA,0,SF3
3M,20710,3875,RSW,3793,EYW,0,SF3
3M,20710,3878,RSW,3793,MCO,0,SF3
3M,20710,3533,TCB,1934,FLL,0,SF3
3M,20710,3878,TLH,3698,MCO,0,SF3
3M,20710,3646,TLH,3698,TPA,0,SF3
3M,20710,3875,TPA,3646,EYW,0,SF3
3M,20710,3533,TPA,3646,FLL,0,SF3
3M,20710,3472,TPA,3646,GNV,0,SF3
3M,20710,3712,TPA,3646,JAX,0,SF3
3M,20710,3722,TPA,3646,PBI,0,SF3
3M,20710,3564,TPA,3646,PNS,0,SF3
3M,20710,3698,TPA,3646,TLH,0,SF3
3M,20710,3682,TUP,5773,ATL,0,SF3 
3M,20710,6130,TUP,5773,GLH,0,SF3
3O,9818,5673,AMS,580,NDR,0,320
3O,9818,1080,AMS,580,TNG,0,320
3O,9818,1074,BCN,1218,CMN,0,320
3O,9818,5673,BCN,1218,NDR,0,320
3O,9818,1080,BCN,1218,TNG,0,320
3O,9818,1074,BGY,1525,CMN,0,320
3O,9818,1074,BLQ,1538,CMN,0,320
3O,9818,1074,BRU,302,CMN,0,320
3O,9818,5673,BRU,302,NDR,0,320
3O,9818,1080,BRU,302,TNG,0,320
3O,9818,5673,CGN,344,NDR,0,320
3O,9818,1218,CMN,1074,BCN,0,320
3O,9818,1525,CMN,1074,BGY,0,320
3O,9818,1538,CMN,1074,BLQ,0,320
3O,9818,302,CMN,1074,BRU,0,320
3O,9818,1534,CMN,1074,CUF,0,320
3O,9818,502,CMN,1074,LGW,0,320
3O,9818,1335,CMN,1074,LYS,0,320
3O,9818,1359,CMN,1074,MPL,0,320
3O,9818,4317,CMN,1074,SAW,0,320
3O,9818,1273,CMN,1074,TLS,0,320
3O,9818,1539,CMN,1074,TSF,0,320
3O,9818,1074,CUF,1534,CMN,0,320
3O,9818,1359,FEZ,1066,MPL,0,320
3O,9818,1074,LGW,502,CMN,0,320
3O,9818,1080,LGW,502,TNG,0,320
3O,9818,1074,LYS,1335,CMN,0,320
3O,9818,1074,MPL,1359,CMN,0,320
3O,9818,1066,MPL,1359,FEZ,0,320
3O,9818,5673,MPL,1359,NDR,0,320
3O,9818,580,NDR,5673,AMS,0,320
3O,9818,1218,NDR,5673,BCN,0,320
3O,9818,302,NDR,5673,BRU,0,320
3O,9818,344,NDR,5673,CGN,0,320
3O,9818,1359,NDR,5673,MPL,0,320
3O,9818,3998,NDR,5673,PMI,0,320
3O,9818,5673,PMI,3998,NDR,0,320
3O,9818,1074,SAW,4317,CMN,0,320
3O,9818,1074,TLS,1273,CMN,0,320
3O,9818,580,TNG,1080,AMS,0,320
3O,9818,1218,TNG,1080,BCN,0,320
3O,9818,302,TNG,1080,BRU,0,320
3O,9818,502,TNG,1080,LGW,0,320
3O,9818,1074,TSF,1539,CMN,0,320
3P,5002,2844,AUA,2895,LSP,0,SH6
3P,5002,2848,AUA,2895,MAR,0,SH6
3P,5002,2897,BON,2896,CUR,0,SH6
3P,5002,2895,CUR,2897,AUA,0,SH6
3P,5002,2895,LSP,2844,AUA,0,SH6
